FieldName,DeclaredIn,Category,ReadsBy,WritesBy,Thread,Lifetime,CandidateOwner,Notes
"_activeDockGroupIds","desktop-pet/PetForm.cs:138","G Dock","desktop-pet/Features/StickyNotes/PetStickyWindowCoordinator.cs:499 ResumeDockDragAfterTopologyChange; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:214 BuildActiveDockZOrderIds; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:246 BeginStickyDockDrag; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:579 StartDockFinalization; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:635 ResetDockDragState; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:769 SetActiveDockGroup; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:1368 FindActiveDockTail; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:1464 FindDockTarget; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:1512 CanUseDockComponents","desktop-pet/Features/StickyNotes/PetStickyWindowCoordinator.cs:499 ResumeDockDragAfterTopologyChange; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:246 BeginStickyDockDrag; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:635 ResetDockDragState; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:769 SetActiveDockGroup","Pet STA (async completion marshaled); referenced owner may execute elsewhere","gesture / effect scope; see lifecycle table","DockInteractionRuntime","Read list includes writes; lexical write/mutator index, inspect referenced method for indirect effects / finally. Constants and event declarations retained."
"_activeDockOriginalFacts","desktop-pet/PetForm.cs:140","G Dock","desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:115 TryApplyDockFactsBarrier; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:246 BeginStickyDockDrag; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:635 ResetDockDragState; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:1296 RestoreDockOriginalLocations","desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:115 TryApplyDockFactsBarrier; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:246 BeginStickyDockDrag; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:635 ResetDockDragState; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:1296 RestoreDockOriginalLocations","Pet STA (async completion marshaled); referenced owner may execute elsewhere","gesture / effect scope; see lifecycle table","DockInteractionRuntime","Read list includes writes; lexical write/mutator index, inspect referenced method for indirect effects / finally. Constants and event declarations retained."
"_activeDockCurrentFacts","desktop-pet/PetForm.cs:144","G Dock","desktop-pet/Features/StickyNotes/PetStickyWindowCoordinator.cs:499 ResumeDockDragAfterTopologyChange; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:115 TryApplyDockFactsBarrier; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:246 BeginStickyDockDrag; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:332 MoveStickyDockDrag; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:635 ResetDockDragState; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:832 RememberActiveDockFacts","desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:115 TryApplyDockFactsBarrier; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:246 BeginStickyDockDrag; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:635 ResetDockDragState","Pet STA (async completion marshaled); referenced owner may execute elsewhere","gesture / effect scope; see lifecycle table","DockInteractionRuntime","Read list includes writes; lexical write/mutator index, inspect referenced method for indirect effects / finally. Constants and event declarations retained."
"DockCoordinateSafetyLimit","desktop-pet/PetForm.cs:151","G Dock","desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:987 CanSafelyCombineDockComponents","","Pet STA (async completion marshaled); referenced owner may execute elsewhere","PetForm lifetime; collection entries removed/reset per feature","DockInteractionRuntime","Read list includes writes; lexical write/mutator index, inspect referenced method for indirect effects / finally. Constants and event declarations retained."
"_activeNoteDragStartFacts","desktop-pet/PetForm.cs:152","G Dock","desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:246 BeginStickyDockDrag; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:332 MoveStickyDockDrag","desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:246 BeginStickyDockDrag","Pet STA (async completion marshaled); referenced owner may execute elsewhere","gesture / effect scope; see lifecycle table","DockInteractionRuntime","Read list includes writes; lexical write/mutator index, inspect referenced method for indirect effects / finally. Constants and event declarations retained."
"_activeNoteDragLastFacts","desktop-pet/PetForm.cs:153","G Dock","desktop-pet/Features/StickyNotes/PetStickyWindowCoordinator.cs:499 ResumeDockDragAfterTopologyChange; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:246 BeginStickyDockDrag; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:332 MoveStickyDockDrag","desktop-pet/Features/StickyNotes/PetStickyWindowCoordinator.cs:499 ResumeDockDragAfterTopologyChange; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:246 BeginStickyDockDrag; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:332 MoveStickyDockDrag","Pet STA (async completion marshaled); referenced owner may execute elsewhere","gesture / effect scope; see lifecycle table","DockInteractionRuntime","Read list includes writes; lexical write/mutator index, inspect referenced method for indirect effects / finally. Constants and event declarations retained."
"_activeNoteDragStartedUtc","desktop-pet/PetForm.cs:154","G Dock","desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:246 BeginStickyDockDrag; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:332 MoveStickyDockDrag","desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:246 BeginStickyDockDrag","Pet STA (async completion marshaled); referenced owner may execute elsewhere","gesture / effect scope; see lifecycle table","DockInteractionRuntime","Read list includes writes; lexical write/mutator index, inspect referenced method for indirect effects / finally. Constants and event declarations retained."
"_dockPreviewParentNoteId","desktop-pet/PetForm.cs:155","G Dock","desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:1417 UpdateDockPreview; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:1554 ClearDockPreview","desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:1417 UpdateDockPreview; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:1554 ClearDockPreview","Pet STA (async completion marshaled); referenced owner may execute elsewhere","gesture / effect scope; see lifecycle table","DockInteractionRuntime","Read list includes writes; lexical write/mutator index, inspect referenced method for indirect effects / finally. Constants and event declarations retained."
"_dockPreviewChildNoteId","desktop-pet/PetForm.cs:156","G Dock","desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:1417 UpdateDockPreview; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:1554 ClearDockPreview","desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:1417 UpdateDockPreview; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:1554 ClearDockPreview","Pet STA (async completion marshaled); referenced owner may execute elsewhere","gesture / effect scope; see lifecycle table","DockInteractionRuntime","Read list includes writes; lexical write/mutator index, inspect referenced method for indirect effects / finally. Constants and event declarations retained."
"_dockPreviewIndicator","desktop-pet/PetForm.cs:157","G Dock","desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:1417 UpdateDockPreview; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:1554 ClearDockPreview","desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:1417 UpdateDockPreview; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:1554 ClearDockPreview","Pet STA (async completion marshaled); referenced owner may execute elsewhere","gesture / effect scope; see lifecycle table","DockInteractionRuntime","Read list includes writes; lexical write/mutator index, inspect referenced method for indirect effects / finally. Constants and event declarations retained."
"_splitGuideIndicator","desktop-pet/PetForm.cs:158","G Dock","desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:1380 ShowSplitGuide; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:1396 UpdateSplitGuide; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:1409 ClearSplitGuide","desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:1380 ShowSplitGuide; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:1409 ClearSplitGuide","Pet STA (async completion marshaled); referenced owner may execute elsewhere","PetForm lifetime; collection entries removed/reset per feature","DockInteractionRuntime","Read list includes writes; lexical write/mutator index, inspect referenced method for indirect effects / finally. Constants and event declarations retained."
"_splitRemainderNoteId","desktop-pet/PetForm.cs:159","G Dock","desktop-pet/Features/StickyNotes/PetStickyWindowCoordinator.cs:499 ResumeDockDragAfterTopologyChange; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:246 BeginStickyDockDrag; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:332 MoveStickyDockDrag; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:524 CompleteStickyDockDrag; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:579 StartDockFinalization; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:635 ResetDockDragState","desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:246 BeginStickyDockDrag; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:332 MoveStickyDockDrag; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:635 ResetDockDragState","Pet STA (async completion marshaled); referenced owner may execute elsewhere","gesture / effect scope; see lifecycle table","DockInteractionRuntime","Read list includes writes; lexical write/mutator index, inspect referenced method for indirect effects / finally. Constants and event declarations retained."
"_movingDockGroup","desktop-pet/PetForm.cs:160","G Dock","desktop-pet/Features/StickyNotes/PetStickyWindowCoordinator.cs:96 ExpandAndTileAllStickyNotesToPetScreen; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:332 MoveStickyDockDrag; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:1077 BeginHostedStickyDockDivider; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:1107 ResizeHostedStickyDockDivider; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:1211 ResizeStickyDockGroup; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:1296 RestoreDockOriginalLocations","desktop-pet/Features/StickyNotes/PetStickyWindowCoordinator.cs:96 ExpandAndTileAllStickyNotesToPetScreen; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:332 MoveStickyDockDrag; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:1296 RestoreDockOriginalLocations","Pet STA (async completion marshaled); referenced owner may execute elsewhere","gesture / effect scope; see lifecycle table","DockInteractionRuntime","Read list includes writes; lexical write/mutator index, inspect referenced method for indirect effects / finally. Constants and event declarations retained."
"_activeNoteDetached","desktop-pet/PetForm.cs:161","G Dock","desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:246 BeginStickyDockDrag; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:332 MoveStickyDockDrag; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:635 ResetDockDragState; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:1464 FindDockTarget","desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:246 BeginStickyDockDrag; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:332 MoveStickyDockDrag; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:635 ResetDockDragState","Pet STA (async completion marshaled); referenced owner may execute elsewhere","gesture / effect scope; see lifecycle table","DockInteractionRuntime","Read list includes writes; lexical write/mutator index, inspect referenced method for indirect effects / finally. Constants and event declarations retained."
"_activeNoteSplitEligible","desktop-pet/PetForm.cs:162","G Dock","desktop-pet/Features/StickyNotes/PetStickyWindowCoordinator.cs:499 ResumeDockDragAfterTopologyChange; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:246 BeginStickyDockDrag; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:332 MoveStickyDockDrag; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:635 ResetDockDragState","desktop-pet/Features/StickyNotes/PetStickyWindowCoordinator.cs:499 ResumeDockDragAfterTopologyChange; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:246 BeginStickyDockDrag; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:332 MoveStickyDockDrag; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:635 ResetDockDragState","Pet STA (async completion marshaled); referenced owner may execute elsewhere","gesture / effect scope; see lifecycle table","DockInteractionRuntime","Read list includes writes; lexical write/mutator index, inspect referenced method for indirect effects / finally. Constants and event declarations retained."
"_synchronizingDockLayout","desktop-pet/PetForm.cs:163","G Dock","desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:39 CloseStickyDockNote; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:1042 NormalizeDockComponentAt; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:1077 BeginHostedStickyDockDivider; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:1107 ResizeHostedStickyDockDivider; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:1211 ResizeStickyDockGroup; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:1595 HideStickyNote","desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:39 CloseStickyDockNote; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:1042 NormalizeDockComponentAt; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:1107 ResizeHostedStickyDockDivider; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:1211 ResizeStickyDockGroup; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:1595 HideStickyNote","Pet STA (async completion marshaled); referenced owner may execute elsewhere","gesture / effect scope; see lifecycle table","DockInteractionRuntime","Read list includes writes; lexical write/mutator index, inspect referenced method for indirect effects / finally. Constants and event declarations retained."
"_dockPlanMailbox","desktop-pet/PetForm.cs:164","G Dock","desktop-pet/Features/StickyNotes/PetStickyWindowCoordinator.cs:479 InvalidateDockPlansForTopologyChange; desktop-pet/Features/StickyNotes/PetStickyWindowCoordinator.cs:686 PostDockGroupTopologyReproject; desktop-pet/Features/StickyNotes/PetStickyWindowCoordinator.cs:2318 PostDockGroupRestoreReproject; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:246 BeginStickyDockDrag; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:432 PlanDockPlan; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:579 StartDockFinalization; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:635 ResetDockDragState; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:691 ApplyLiveDockPlan","desktop-pet/Features/StickyNotes/PetStickyWindowCoordinator.cs:479 InvalidateDockPlansForTopologyChange; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:246 BeginStickyDockDrag; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:579 StartDockFinalization; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:635 ResetDockDragState","Pet STA (async completion marshaled); referenced owner may execute elsewhere","PetForm lifetime; collection entries removed/reset per feature","DockInteractionRuntime","Read list includes writes; lexical write/mutator index, inspect referenced method for indirect effects / finally. Constants and event declarations retained."
"_dockInteraction","desktop-pet/PetForm.cs:166","G Dock","desktop-pet/Features/StickyNotes/PetStickyWindowCoordinator.cs:479 InvalidateDockPlansForTopologyChange; desktop-pet/Features/StickyNotes/PetStickyWindowCoordinator.cs:499 ResumeDockDragAfterTopologyChange; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:246 BeginStickyDockDrag; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:332 MoveStickyDockDrag; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:421 PlanLiveDockPlan; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:579 StartDockFinalization; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:635 ResetDockDragState; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:691 ApplyLiveDockPlan; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:732 ApplyDockBatchResult","desktop-pet/Features/StickyNotes/PetStickyWindowCoordinator.cs:479 InvalidateDockPlansForTopologyChange; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:246 BeginStickyDockDrag; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:579 StartDockFinalization; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:635 ResetDockDragState","Pet STA (async completion marshaled); referenced owner may execute elsewhere","PetForm lifetime; collection entries removed/reset per feature","DockInteractionRuntime","Read list includes writes; lexical write/mutator index, inspect referenced method for indirect effects / finally. Constants and event declarations retained."
"_lastAppliedDockPlanSequence","desktop-pet/PetForm.cs:168","G Dock","desktop-pet/Features/StickyNotes/PetStickyWindowCoordinator.cs:1564 CompleteDockDurableCommit; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:732 ApplyDockBatchResult","desktop-pet/Features/StickyNotes/PetStickyWindowCoordinator.cs:1564 CompleteDockDurableCommit; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:732 ApplyDockBatchResult","Pet STA (async completion marshaled); referenced owner may execute elsewhere","PetForm lifetime; collection entries removed/reset per feature","DockInteractionRuntime","Read list includes writes; lexical write/mutator index, inspect referenced method for indirect effects / finally. Constants and event declarations retained."
"_pendingDockTopologyGroups","desktop-pet/PetForm.cs:169","G Dock","desktop-pet/Features/StickyNotes/PetStickyWindowCoordinator.cs:553 ReconcileDockGroups; desktop-pet/Features/StickyNotes/PetStickyWindowCoordinator.cs:686 PostDockGroupTopologyReproject","desktop-pet/Features/StickyNotes/PetStickyWindowCoordinator.cs:686 PostDockGroupTopologyReproject","Pet STA (async completion marshaled); referenced owner may execute elsewhere","PetForm lifetime; collection entries removed/reset per feature","DockInteractionRuntime","Read list includes writes; lexical write/mutator index, inspect referenced method for indirect effects / finally. Constants and event declarations retained."
"_pendingStandaloneTopologyNotes","desktop-pet/PetForm.cs:171","G Dock","desktop-pet/Features/StickyNotes/PetStickyWindowCoordinator.cs:1478 ScheduleLatestStandaloneReconcile","desktop-pet/Features/StickyNotes/PetStickyWindowCoordinator.cs:1478 ScheduleLatestStandaloneReconcile","Pet STA (async completion marshaled); referenced owner may execute elsewhere","PetForm lifetime; collection entries removed/reset per feature","DockInteractionRuntime","Read list includes writes; lexical write/mutator index, inspect referenced method for indirect effects / finally. Constants and event declarations retained."
"_startupWorkTimer","desktop-pet/PetForm.cs:173","C Startup","desktop-pet/PetStartupCoordinator.cs:16 BeginDeferredStartupWork; desktop-pet/PetStartupCoordinator.cs:160 StopDeferredStartupWork","desktop-pet/PetStartupCoordinator.cs:16 BeginDeferredStartupWork; desktop-pet/PetStartupCoordinator.cs:160 StopDeferredStartupWork","Pet STA (async completion marshaled); referenced owner may execute elsewhere","PetForm lifetime; collection entries removed/reset per feature","StartupRuntime","Read list includes writes; lexical write/mutator index, inspect referenced method for indirect effects / finally. Constants and event declarations retained."
"_startupWorkPhase","desktop-pet/PetForm.cs:174","C Startup","desktop-pet/PetStartupCoordinator.cs:16 BeginDeferredStartupWork; desktop-pet/PetStartupCoordinator.cs:26 DeferredStartupTick","desktop-pet/PetStartupCoordinator.cs:16 BeginDeferredStartupWork; desktop-pet/PetStartupCoordinator.cs:26 DeferredStartupTick","Pet STA (async completion marshaled); referenced owner may execute elsewhere","PetForm lifetime; collection entries removed/reset per feature","StartupRuntime","Read list includes writes; lexical write/mutator index, inspect referenced method for indirect effects / finally. Constants and event declarations retained."
"_startupVisibleNotes","desktop-pet/PetForm.cs:175","C Startup","desktop-pet/PetStartupCoordinator.cs:26 DeferredStartupTick; desktop-pet/PetStartupCoordinator.cs:160 StopDeferredStartupWork","desktop-pet/PetStartupCoordinator.cs:26 DeferredStartupTick; desktop-pet/PetStartupCoordinator.cs:160 StopDeferredStartupWork","Pet STA (async completion marshaled); referenced owner may execute elsewhere","PetForm lifetime; collection entries removed/reset per feature","StartupRuntime","Read list includes writes; lexical write/mutator index, inspect referenced method for indirect effects / finally. Constants and event declarations retained."
"_startupUiReady","desktop-pet/PetForm.cs:176","C Startup","desktop-pet/PetStartupCoordinator.cs:26 DeferredStartupTick; desktop-pet/PetStartupCoordinator.cs:113 TryRaiseStartupReady","desktop-pet/PetStartupCoordinator.cs:26 DeferredStartupTick","Pet STA (async completion marshaled); referenced owner may execute elsewhere","PetForm lifetime; collection entries removed/reset per feature","StartupRuntime","Read list includes writes; lexical write/mutator index, inspect referenced method for indirect effects / finally. Constants and event declarations retained."
"_startupArtReady","desktop-pet/PetForm.cs:177","C Startup","desktop-pet/PetAnimationRuntime.cs:389 QueueStartupInteractionPreload; desktop-pet/PetStartupCoordinator.cs:113 TryRaiseStartupReady","desktop-pet/PetAnimationRuntime.cs:389 QueueStartupInteractionPreload","Pet STA (async completion marshaled); referenced owner may execute elsewhere","PetForm lifetime; collection entries removed/reset per feature","StartupRuntime","Read list includes writes; lexical write/mutator index, inspect referenced method for indirect effects / finally. Constants and event declarations retained."
"_startupReadyRaised","desktop-pet/PetForm.cs:178","C Startup","desktop-pet/PetStartupCoordinator.cs:113 TryRaiseStartupReady","desktop-pet/PetStartupCoordinator.cs:113 TryRaiseStartupReady","Pet STA (async completion marshaled); referenced owner may execute elsewhere","PetForm lifetime; collection entries removed/reset per feature","StartupRuntime","Read list includes writes; lexical write/mutator index, inspect referenced method for indirect effects / finally. Constants and event declarations retained."
"_activeHostedDockResizeFacts","desktop-pet/PetForm.cs:179","G Dock","desktop-pet/Features/StickyNotes/PetStickyWindowCoordinator.cs:1761 ClearHostedDockResizeSession; desktop-pet/Features/StickyNotes/PetStickyWindowCoordinator.cs:1767 ClearHostedDockResizeSessionIfMember; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:1077 BeginHostedStickyDockDivider; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:1107 ResizeHostedStickyDockDivider; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:1146 MatchesHostedDockResizeSession","desktop-pet/Features/StickyNotes/PetStickyWindowCoordinator.cs:1761 ClearHostedDockResizeSession; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:1077 BeginHostedStickyDockDivider","Pet STA (async completion marshaled); referenced owner may execute elsewhere","gesture / effect scope; see lifecycle table","DockInteractionRuntime","Read list includes writes; lexical write/mutator index, inspect referenced method for indirect effects / finally. Constants and event declarations retained."
"_activeHostedDockResizeSourceId","desktop-pet/PetForm.cs:181","G Dock","desktop-pet/Features/StickyNotes/PetStickyWindowCoordinator.cs:1761 ClearHostedDockResizeSession; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:1077 BeginHostedStickyDockDivider; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:1107 ResizeHostedStickyDockDivider","desktop-pet/Features/StickyNotes/PetStickyWindowCoordinator.cs:1761 ClearHostedDockResizeSession; desktop-pet/Features/StickyNotes/PetStickyDockCoordinator.cs:1077 BeginHostedStickyDockDivider","Pet STA (async completion marshaled); referenced owner may execute elsewhere","gesture / effect scope; see lifecycle table","DockInteractionRuntime","Read list includes writes; lexical write/mutator index, inspect referenced method for indirect effects / finally. Constants and event declarations retained."
"_startupDisplaySuppressed","desktop-pet/PetForm.cs:187","C Startup","desktop-pet/PetForm.cs:616 ApplyCurrentDisplayScale; desktop-pet/PetAnimationRuntime.cs:496 RenderCurrentFrame; desktop-pet/PetStartupCoordinator.cs:113 TryRaiseStartupReady","desktop-pet/PetStartupCoordinator.cs:113 TryRaiseStartupReady","Pet STA (async completion marshaled); referenced owner may execute elsewhere","PetForm lifetime; collection entries removed/reset per feature","StartupRuntime","Read list includes writes; lexical write/mutator index, inspect referenced method for indirect effects / finally. Constants and event declarations retained."
"StartupReady","desktop-pet/PetForm.cs:189","C Startup","desktop-pet/PetStartupCoordinator.cs:113 TryRaiseStartupReady","","Pet STA (async completion marshaled); referenced owner may execute elsewhere","PetForm lifetime; collection entries removed/reset per feature","StartupRuntime","Read list includes writes; lexical write/mutator index, inspect referenced method for indirect effects / finally. Constants and event declarations retained."
"PetWindowFactsId","desktop-pet/PetDisplayRuntime.cs:8","D Display","desktop-pet/Features/StickyNotes/PetStickyWindowCoordinator.cs:402 CapturePetWindowFacts","","Pet STA (async completion marshaled); referenced owner may execute elsewhere","PetForm lifetime; collection entries removed/reset per feature","DisplayRuntime","Read list includes writes; lexical write/mutator index, inspect referenced method for indirect effects / finally. Constants and event declarations retained."
"_petWindowSequence","desktop-pet/PetDisplayRuntime.cs:10","D Display","desktop-pet/Features/StickyNotes/PetStickyWindowCoordinator.cs:402 CapturePetWindowFacts","","Pet STA (async completion marshaled); referenced owner may execute elsewhere","PetForm lifetime; collection entries removed/reset per feature","DisplayRuntime","Read list includes writes; lexical write/mutator index, inspect referenced method for indirect effects / finally. Constants and event declarations retained."
"_petEffectiveFacts","desktop-pet/PetDisplayRuntime.cs:11","D Display","desktop-pet/Features/StickyNotes/PetStickyWindowCoordinator.cs:402 CapturePetWindowFacts; desktop-pet/PetForm.cs:495 OnDpiChanged; desktop-pet/PetDisplayRuntime.cs:87 CommitPetPreferredFromFacts; desktop-pet/PetDisplayRuntime.cs:127 TryPlacePetAtPreferred; desktop-pet/PetDisplayRuntime.cs:191 TryPlacePetDefault; desktop-pet/PetDisplayRuntime.cs:388 ReconcilePetDisplayPlacement","desktop-pet/Features/StickyNotes/PetStickyWindowCoordinator.cs:402 CapturePetWindowFacts; desktop-pet/PetForm.cs:495 OnDpiChanged; desktop-pet/PetDisplayRuntime.cs:87 CommitPetPreferredFromFacts; desktop-pet/PetDisplayRuntime.cs:127 TryPlacePetAtPreferred; desktop-pet/PetDisplayRuntime.cs:191 TryPlacePetDefault; desktop-pet/PetDisplayRuntime.cs:388 ReconcilePetDisplayPlacement","Pet STA (async completion marshaled); referenced owner may execute elsewhere","PetForm lifetime; collection entries removed/reset per feature","DisplayRuntime","Read list includes writes; lexical write/mutator index, inspect referenced method for indirect effects / finally. Constants and event declarations retained."
"_petPlacementInitialized","desktop-pet/PetDisplayRuntime.cs:12","D Display","desktop-pet/PetDisplayRuntime.cs:317 InitializePetDisplayPlacement; desktop-pet/PetDisplayRuntime.cs:388 ReconcilePetDisplayPlacement","desktop-pet/PetDisplayRuntime.cs:317 InitializePetDisplayPlacement","Pet STA (async completion marshaled); referenced owner may execute elsewhere","PetForm lifetime; collection entries removed/reset per feature","DisplayRuntime","Read list includes writes; lexical write/mutator index, inspect referenced method for indirect effects / finally. Constants and event declarations retained."
